"Year","Period","State","State.ANSI","Data.Item","Value"
2017,"JAN THRU MAR","OREGON",41,"LOSS, COLONY COLLAPSE DISORDER","1,000"
2017,"JAN THRU MAR","PENNSYLVANIA",42,"LOSS, COLONY COLLAPSE DISORDER","100"
2017,"JAN THRU MAR","SOUTH CAROLINA",45,"LOSS, COLONY COLLAPSE DISORDER","350"
2017,"JAN THRU MAR","SOUTH DAKOTA",46,"LOSS, COLONY COLLAPSE DISORDER","5,000"
2017,"JAN THRU MAR","TENNESSEE",47,"LOSS, COLONY COLLAPSE DISORDER","380"
2017,"JAN THRU MAR","TEXAS",48,"LOSS, COLONY COLLAPSE DISORDER","6,500"
2017,"JAN THRU MAR","UTAH",49,"LOSS, COLONY COLLAPSE DISORDER","600"
2017,"JAN THRU MAR","VERMONT",50,"LOSS, COLONY COLLAPSE DISORDER","0"
2017,"JAN THRU MAR","VIRGINIA",51,"LOSS, COLONY COLLAPSE DISORDER","120"
2017,"JAN THRU MAR","WASHINGTON",53,"LOSS, COLONY COLLAPSE DISORDER","150"
2017,"JAN THRU MAR","WEST VIRGINIA",54,"LOSS, COLONY COLLAPSE DISORDER","70"
2017,"JAN THRU MAR","WISCONSIN",55,"LOSS, COLONY COLLAPSE DISORDER","2,300"
2017,"JAN THRU MAR","WYOMING",56,"LOSS, COLONY COLLAPSE DISORDER","780"
2017,"APR THRU JUN","ALABAMA",1,"LOSS, COLONY COLLAPSE DISORDER","20"
2017,"APR THRU JUN","ARIZONA",4,"LOSS, COLONY COLLAPSE DISORDER","560"
2017,"APR THRU JUN","ARKANSAS",5,"LOSS, COLONY COLLAPSE DISORDER","140"
2017,"APR THRU JUN","CALIFORNIA",6,"LOSS, COLONY COLLAPSE DISORDER","4,600"
2017,"APR THRU JUN","COLORADO",8,"LOSS, COLONY COLLAPSE DISORDER","220"
2017,"APR THRU JUN","FLORIDA",12,"LOSS, COLONY COLLAPSE DISORDER","6,500"
2017,"APR THRU JUN","GEORGIA",13,"LOSS, COLONY COLLAPSE DISORDER","1,700"
2017,"APR THRU JUN","HAWAII",15,"LOSS, COLONY COLLAPSE DISORDER","0"
2017,"APR THRU JUN","IDAHO",16,"LOSS, COLONY COLLAPSE DISORDER","1,700"
2017,"APR THRU JUN","ILLINOIS",17,"LOSS, COLONY COLLAPSE DISORDER","150"
2017,"APR THRU JUN","INDIANA",18,"LOSS, COLONY COLLAPSE DISORDER","90"
2017,"APR THRU JUN","IOWA",19,"LOSS, COLONY COLLAPSE DISORDER","520"
2017,"APR THRU JUN","KANSAS",20,"LOSS, COLONY COLLAPSE DISORDER","80"
2017,"APR THRU JUN","KENTUCKY",21,"LOSS, COLONY COLLAPSE DISORDER","140"
2017,"APR THRU JUN","LOUISIANA",22,"LOSS, COLONY COLLAPSE DISORDER","50"
2017,"APR THRU JUN","MAINE",23,"LOSS, COLONY COLLAPSE DISORDER","10"
2017,"APR THRU JUN","MARYLAND",24,"LOSS, COLONY COLLAPSE DISORDER","20"
2017,"APR THRU JUN","MASSACHUSETTS",25,"LOSS, COLONY COLLAPSE DISORDER","0"
2017,"APR THRU JUN","MICHIGAN",26,"LOSS, COLONY COLLAPSE DISORDER","60"
2017,"APR THRU JUN","MINNESOTA",27,"LOSS, COLONY COLLAPSE DISORDER","1,200"
2017,"APR THRU JUN","MISSISSIPPI",28,"LOSS, COLONY COLLAPSE DISORDER","20"
2017,"APR THRU JUN","MISSOURI",29,"LOSS, COLONY COLLAPSE DISORDER","60"
2017,"APR THRU JUN","MONTANA",30,"LOSS, COLONY COLLAPSE DISORDER","1,400"
2017,"APR THRU JUN","NEBRASKA",31,"LOSS, COLONY COLLAPSE DISORDER","180"
2017,"APR THRU JUN","NEW MEXICO",35,"LOSS, COLONY COLLAPSE DISORDER","990"
2017,"APR THRU JUN","NEW YORK",36,"LOSS, COLONY COLLAPSE DISORDER","480"
2017,"APR THRU JUN","NORTH CAROLINA",37,"LOSS, COLONY COLLAPSE DISORDER","600"
2017,"APR THRU JUN","NORTH DAKOTA",38,"LOSS, COLONY COLLAPSE DISORDER","1,800"
2017,"APR THRU JUN","OHIO",39,"LOSS, COLONY COLLAPSE DISORDER","470"
2017,"APR THRU JUN","OKLAHOMA",40,"LOSS, COLONY COLLAPSE DISORDER","120"
2017,"APR THRU JUN","OREGON",41,"LOSS, COLONY COLLAPSE DISORDER","1,500"
2017,"APR THRU JUN","PENNSYLVANIA",42,"LOSS, COLONY COLLAPSE DISORDER","40"
2017,"APR THRU JUN","SOUTH CAROLINA",45,"LOSS, COLONY COLLAPSE DISORDER","140"
2017,"APR THRU JUN","SOUTH DAKOTA",46,"LOSS, COLONY COLLAPSE DISORDER","390"
2017,"APR THRU JUN","TENNESSEE",47,"LOSS, COLONY COLLAPSE DISORDER","250"
2017,"APR THRU JUN","TEXAS",48,"LOSS, COLONY COLLAPSE DISORDER","170"
2017,"APR THRU JUN","UTAH",49,"LOSS, COLONY COLLAPSE DISORDER","2,500"
2017,"APR THRU JUN","VERMONT",50,"LOSS, COLONY COLLAPSE DISORDER","20"
2017,"APR THRU JUN","VIRGINIA",51,"LOSS, COLONY COLLAPSE DISORDER","50"
2017,"APR THRU JUN","WASHINGTON",53,"LOSS, COLONY COLLAPSE DISORDER","1,300"
2017,"APR THRU JUN","WEST VIRGINIA",54,"LOSS, COLONY COLLAPSE DISORDER","20"
2017,"APR THRU JUN","WISCONSIN",55,"LOSS, COLONY COLLAPSE DISORDER","2,400"
2017,"APR THRU JUN","WYOMING",56,"LOSS, COLONY COLLAPSE DISORDER","480"
2016,"JAN THRU MAR","ALABAMA",1,"LOSS, COLONY COLLAPSE DISORDER","480"
2016,"JAN THRU MAR","ARIZONA",4,"LOSS, COLONY COLLAPSE DISORDER","1,100"
2016,"JAN THRU MAR","ARKANSAS",5,"LOSS, COLONY COLLAPSE DISORDER","4,600"
2016,"JAN THRU MAR","CALIFORNIA",6,"LOSS, COLONY COLLAPSE DISORDER","22,000"
2016,"JAN THRU MAR","COLORADO",8,"LOSS, COLONY COLLAPSE DISORDER","320"
2016,"JAN THRU MAR","CONNECTICUT",9,"LOSS, COLONY COLLAPSE DISORDER","30"
2016,"JAN THRU MAR","FLORIDA",12,"LOSS, COLONY COLLAPSE DISORDER","4,300"
2016,"JAN THRU MAR","GEORGIA",13,"LOSS, COLONY COLLAPSE DISORDER","1,600"
2016,"JAN THRU MAR","HAWAII",15,"LOSS, COLONY COLLAPSE DISORDER","20"
2016,"JAN THRU MAR","IDAHO",16,"LOSS, COLONY COLLAPSE DISORDER","1,100"
2016,"JAN THRU MAR","ILLINOIS",17,"LOSS, COLONY COLLAPSE DISORDER","640"
2016,"JAN THRU MAR","INDIANA",18,"LOSS, COLONY COLLAPSE DISORDER","100"
2016,"JAN THRU MAR","IOWA",19,"LOSS, COLONY COLLAPSE DISORDER","720"
2016,"JAN THRU MAR","KANSAS",20,"LOSS, COLONY COLLAPSE DISORDER","80"
2016,"JAN THRU MAR","KENTUCKY",21,"LOSS, COLONY COLLAPSE DISORDER","160"
2016,"JAN THRU MAR","LOUISIANA",22,"LOSS, COLONY COLLAPSE DISORDER","350"
2016,"JAN THRU MAR","MAINE",23,"LOSS, COLONY COLLAPSE DISORDER","50"
2016,"JAN THRU MAR","MARYLAND",24,"LOSS, COLONY COLLAPSE DISORDER","20"
2016,"JAN THRU MAR","MASSACHUSETTS",25,"LOSS, COLONY COLLAPSE DISORDER","10"
2016,"JAN THRU MAR","MICHIGAN",26,"LOSS, COLONY COLLAPSE DISORDER","3,600"
2016,"JAN THRU MAR","MINNESOTA",27,"LOSS, COLONY COLLAPSE DISORDER","11,000"
2016,"JAN THRU MAR","MISSISSIPPI",28,"LOSS, COLONY COLLAPSE DISORDER","260"
2016,"JAN THRU MAR","MISSOURI",29,"LOSS, COLONY COLLAPSE DISORDER","210"
2016,"JAN THRU MAR","MONTANA",30,"LOSS, COLONY COLLAPSE DISORDER","3,300"
2016,"JAN THRU MAR","NEBRASKA",31,"LOSS, COLONY COLLAPSE DISORDER","420"
2016,"JAN THRU MAR","NEW JERSEY",34,"LOSS, COLONY COLLAPSE DISORDER","240"
2016,"JAN THRU MAR","NEW MEXICO",35,"LOSS, COLONY COLLAPSE DISORDER","110"
2016,"JAN THRU MAR","NEW YORK",36,"LOSS, COLONY COLLAPSE DISORDER","470"
2016,"JAN THRU MAR","NORTH CAROLINA",37,"LOSS, COLONY COLLAPSE DISORDER","680"
2016,"JAN THRU MAR","NORTH DAKOTA",38,"LOSS, COLONY COLLAPSE DISORDER","22,000"
2016,"JAN THRU MAR","OHIO",39,"LOSS, COLONY COLLAPSE DISORDER","360"
2016,"JAN THRU MAR","OKLAHOMA",40,"LOSS, COLONY COLLAPSE DISORDER","210"
2016,"JAN THRU MAR","OREGON",41,"LOSS, COLONY COLLAPSE DISORDER","960"
2016,"JAN THRU MAR","PENNSYLVANIA",42,"LOSS, COLONY COLLAPSE DISORDER","320"
2016,"JAN THRU MAR","SOUTH CAROLINA",45,"LOSS, COLONY COLLAPSE DISORDER","1,300"
2016,"JAN THRU MAR","SOUTH DAKOTA",46,"LOSS, COLONY COLLAPSE DISORDER","23,000"
2016,"JAN THRU MAR","TENNESSEE",47,"LOSS, COLONY COLLAPSE DISORDER","270"
2016,"JAN THRU MAR","TEXAS",48,"LOSS, COLONY COLLAPSE DISORDER","1,100"
2016,"JAN THRU MAR","UTAH",49,"LOSS, COLONY COLLAPSE DISORDER","750"
2016,"JAN THRU MAR","VERMONT",50,"LOSS, COLONY COLLAPSE DISORDER","30"
2016,"JAN THRU MAR","VIRGINIA",51,"LOSS, COLONY COLLAPSE DISORDER","190"
2016,"JAN THRU MAR","WASHINGTON",53,"LOSS, COLONY COLLAPSE DISORDER","5,000"
2016,"JAN THRU MAR","WEST VIRGINIA",54,"LOSS, COLONY COLLAPSE DISORDER","260"
2016,"JAN THRU MAR","WISCONSIN",55,"LOSS, COLONY COLLAPSE DISORDER","920"
2016,"JAN THRU MAR","WYOMING",56,"LOSS, COLONY COLLAPSE DISORDER","760"
2016,"APR THRU JUN","ALABAMA",1,"LOSS, COLONY COLLAPSE DISORDER","130"
2016,"APR THRU JUN","ARIZONA",4,"LOSS, COLONY COLLAPSE DISORDER","860"
2016,"APR THRU JUN","ARKANSAS",5,"LOSS, COLONY COLLAPSE DISORDER","430"
2016,"APR THRU JUN","CALIFORNIA",6,"LOSS, COLONY COLLAPSE DISORDER","12,500"
2016,"APR THRU JUN","COLORADO",8,"LOSS, COLONY COLLAPSE DISORDER","280"
2016,"APR THRU JUN","CONNECTICUT",9,"LOSS, COLONY COLLAPSE DISORDER","0"
2016,"APR THRU JUN","FLORIDA",12,"LOSS, COLONY COLLAPSE DISORDER","4,100"
2016,"APR THRU JUN","GEORGIA",13,"LOSS, COLONY COLLAPSE DISORDER","1,600"
2016,"APR THRU JUN","HAWAII",15,"LOSS, COLONY COLLAPSE DISORDER","100"
2016,"APR THRU JUN","IDAHO",16,"LOSS, COLONY COLLAPSE DISORDER","1,600"
2016,"APR THRU JUN","ILLINOIS",17,"LOSS, COLONY COLLAPSE DISORDER","150"
2016,"APR THRU JUN","INDIANA",18,"LOSS, COLONY COLLAPSE DISORDER","50"
2016,"APR THRU JUN","IOWA",19,"LOSS, COLONY COLLAPSE DISORDER","560"
2016,"APR THRU JUN","KANSAS",20,"LOSS, COLONY COLLAPSE DISORDER","100"
2016,"APR THRU JUN","KENTUCKY",21,"LOSS, COLONY COLLAPSE DISORDER","90"
2016,"APR THRU JUN","LOUISIANA",22,"LOSS, COLONY COLLAPSE DISORDER","110"
2016,"APR THRU JUN","MAINE",23,"LOSS, COLONY COLLAPSE DISORDER","0"
2016,"APR THRU JUN","MARYLAND",24,"LOSS, COLONY COLLAPSE DISORDER","10"
2016,"APR THRU JUN","MASSACHUSETTS",25,"LOSS, COLONY COLLAPSE DISORDER","10"
2016,"APR THRU JUN","MICHIGAN",26,"LOSS, COLONY COLLAPSE DISORDER","1,000"
2016,"APR THRU JUN","MINNESOTA",27,"LOSS, COLONY COLLAPSE DISORDER","2,900"
2016,"APR THRU JUN","MISSISSIPPI",28,"LOSS, COLONY COLLAPSE DISORDER","240"
2016,"APR THRU JUN","MISSOURI",29,"LOSS, COLONY COLLAPSE DISORDER","20"
2016,"APR THRU JUN","MONTANA",30,"LOSS, COLONY COLLAPSE DISORDER","580"
2016,"APR THRU JUN","NEBRASKA",31,"LOSS, COLONY COLLAPSE DISORDER","700"
2016,"APR THRU JUN","NEW JERSEY",34,"LOSS, COLONY COLLAPSE DISORDER","10"
2016,"APR THRU JUN","NEW MEXICO",35,"LOSS, COLONY COLLAPSE DISORDER","0"
2016,"APR THRU JUN","NEW YORK",36,"LOSS, COLONY COLLAPSE DISORDER","970"
2016,"APR THRU JUN","NORTH CAROLINA",37,"LOSS, COLONY COLLAPSE DISORDER","590"
2016,"APR THRU JUN","NORTH DAKOTA",38,"LOSS, COLONY COLLAPSE DISORDER","10,000"
2016,"APR THRU JUN","OHIO",39,"LOSS, COLONY COLLAPSE DISORDER","340"
2016,"APR THRU JUN","OKLAHOMA",40,"LOSS, COLONY COLLAPSE DISORDER","60"
2016,"APR THRU JUN","OREGON",41,"LOSS, COLONY COLLAPSE DISORDER","100"
2016,"APR THRU JUN","PENNSYLVANIA",42,"LOSS, COLONY COLLAPSE DISORDER","70"
2016,"APR THRU JUN","SOUTH CAROLINA",45,"LOSS, COLONY COLLAPSE DISORDER","50"
2016,"APR THRU JUN","SOUTH DAKOTA",46,"LOSS, COLONY COLLAPSE DISORDER","1,500"
2016,"APR THRU JUN","TENNESSEE",47,"LOSS, COLONY COLLAPSE DISORDER","170"
2016,"APR THRU JUN","TEXAS",48,"LOSS, COLONY COLLAPSE DISORDER","620"
2016,"APR THRU JUN","UTAH",49,"LOSS, COLONY COLLAPSE DISORDER","1,900"
2016,"APR THRU JUN","VERMONT",50,"LOSS, COLONY COLLAPSE DISORDER","0"
2016,"APR THRU JUN","VIRGINIA",51,"LOSS, COLONY COLLAPSE DISORDER","20"
2016,"APR THRU JUN","WASHINGTON",53,"LOSS, COLONY COLLAPSE DISORDER","30"
2016,"APR THRU JUN","WEST VIRGINIA",54,"LOSS, COLONY COLLAPSE DISORDER","130"
2016,"APR THRU JUN","WISCONSIN",55,"LOSS, COLONY COLLAPSE DISORDER","2,100"
2016,"APR THRU JUN","WYOMING",56,"LOSS, COLONY COLLAPSE DISORDER","200"
2016,"JUL THRU SEP","ALABAMA",1,"LOSS, COLONY COLLAPSE DISORDER","400"
2016,"JUL THRU SEP","ARIZONA",4,"LOSS, COLONY COLLAPSE DISORDER","3,400"
2016,"JUL THRU SEP","ARKANSAS",5,"LOSS, COLONY COLLAPSE DISORDER","60"
2016,"JUL THRU SEP","CALIFORNIA",6,"LOSS, COLONY COLLAPSE DISORDER","35,000"
2016,"JUL THRU SEP","COLORADO",8,"LOSS, COLONY COLLAPSE DISORDER","1,700"
2016,"JUL THRU SEP","CONNECTICUT",9,"LOSS, COLONY COLLAPSE DISORDER","20"
2016,"JUL THRU SEP","FLORIDA",12,"LOSS, COLONY COLLAPSE DISORDER","5,500"
2016,"JUL THRU SEP","GEORGIA",13,"LOSS, COLONY COLLAPSE DISORDER","4,400"
2016,"JUL THRU SEP","HAWAII",15,"LOSS, COLONY COLLAPSE DISORDER","40"
2016,"JUL THRU SEP","IDAHO",16,"LOSS, COLONY COLLAPSE DISORDER","2,500"
2016,"JUL THRU SEP","ILLINOIS",17,"LOSS, COLONY COLLAPSE DISORDER","180"
2016,"JUL THRU SEP","INDIANA",18,"LOSS, COLONY COLLAPSE DISORDER","100"
2016,"JUL THRU SEP","IOWA",19,"LOSS, COLONY COLLAPSE DISORDER","3,000"
2016,"JUL THRU SEP","KANSAS",20,"LOSS, COLONY COLLAPSE DISORDER","890"
2016,"JUL THRU SEP","KENTUCKY",21,"LOSS, COLONY COLLAPSE DISORDER","390"
2016,"JUL THRU SEP","LOUISIANA",22,"LOSS, COLONY COLLAPSE DISORDER","310"
2016,"JUL THRU SEP","MAINE",23,"LOSS, COLONY COLLAPSE DISORDER","10"
2016,"JUL THRU SEP","MARYLAND",24,"LOSS, COLONY COLLAPSE DISORDER","20"
2016,"JUL THRU SEP","MASSACHUSETTS",25,"LOSS, COLONY COLLAPSE DISORDER","30"
2016,"JUL THRU SEP","MICHIGAN",26,"LOSS, COLONY COLLAPSE DISORDER","1,300"
2016,"JUL THRU SEP","MINNESOTA",27,"LOSS, COLONY COLLAPSE DISORDER","8,000"
2016,"JUL THRU SEP","MISSISSIPPI",28,"LOSS, COLONY COLLAPSE DISORDER","310"
2016,"JUL THRU SEP","MISSOURI",29,"LOSS, COLONY COLLAPSE DISORDER","130"
2016,"JUL THRU SEP","MONTANA",30,"LOSS, COLONY COLLAPSE DISORDER","210"
2016,"JUL THRU SEP","NEBRASKA",31,"LOSS, COLONY COLLAPSE DISORDER","300"
2016,"JUL THRU SEP","NEW JERSEY",34,"LOSS, COLONY COLLAPSE DISORDER","20"
2016,"JUL THRU SEP","NEW MEXICO",35,"LOSS, COLONY COLLAPSE DISORDER","820"
2016,"JUL THRU SEP","NEW YORK",36,"LOSS, COLONY COLLAPSE DISORDER","570"
2016,"JUL THRU SEP","NORTH CAROLINA",37,"LOSS, COLONY COLLAPSE DISORDER","440"
2016,"JUL THRU SEP","NORTH DAKOTA",38,"LOSS, COLONY COLLAPSE DISORDER","10,000"
2016,"JUL THRU SEP","OHIO",39,"LOSS, COLONY COLLAPSE DISORDER","250"
2016,"JUL THRU SEP","OKLAHOMA",40,"LOSS, COLONY COLLAPSE DISORDER","700"
2016,"JUL THRU SEP","OREGON",41,"LOSS, COLONY COLLAPSE DISORDER","860"
2016,"JUL THRU SEP","PENNSYLVANIA",42,"LOSS, COLONY COLLAPSE DISORDER","570"
2016,"JUL THRU SEP","SOUTH CAROLINA",45,"LOSS, COLONY COLLAPSE DISORDER","140"
2016,"JUL THRU SEP","SOUTH DAKOTA",46,"LOSS, COLONY COLLAPSE DISORDER","1,100"
2016,"JUL THRU SEP","TENNESSEE",47,"LOSS, COLONY COLLAPSE DISORDER","100"
2016,"JUL THRU SEP","TEXAS",48,"LOSS, COLONY COLLAPSE DISORDER","3,000"
2016,"JUL THRU SEP","UTAH",49,"LOSS, COLONY COLLAPSE DISORDER","260"
2016,"JUL THRU SEP","VERMONT",50,"LOSS, COLONY COLLAPSE DISORDER","40"
2016,"JUL THRU SEP","VIRGINIA",51,"LOSS, COLONY COLLAPSE DISORDER","130"
2016,"JUL THRU SEP","WASHINGTON",53,"LOSS, COLONY COLLAPSE DISORDER","2,400"
2016,"JUL THRU SEP","WEST VIRGINIA",54,"LOSS, COLONY COLLAPSE DISORDER","0"
2016,"JUL THRU SEP","WISCONSIN",55,"LOSS, COLONY COLLAPSE DISORDER","2,800"
2016,"JUL THRU SEP","WYOMING",56,"LOSS, COLONY COLLAPSE DISORDER","180"
2016,"OCT THRU DEC","ALABAMA",1,"LOSS, COLONY COLLAPSE DISORDER","100"
2016,"OCT THRU DEC","ARIZONA",4,"LOSS, COLONY COLLAPSE DISORDER","2,100"
2016,"OCT THRU DEC","ARKANSAS",5,"LOSS, COLONY COLLAPSE DISORDER","750"
2016,"OCT THRU DEC","CALIFORNIA",6,"LOSS, COLONY COLLAPSE DISORDER","75,000"
2016,"OCT THRU DEC","COLORADO",8,"LOSS, COLONY COLLAPSE DISORDER","240"
2016,"OCT THRU DEC","CONNECTICUT",9,"LOSS, COLONY COLLAPSE DISORDER","10"
2016,"OCT THRU DEC","FLORIDA",12,"LOSS, COLONY COLLAPSE DISORDER","6,000"
2016,"OCT THRU DEC","GEORGIA",13,"LOSS, COLONY COLLAPSE DISORDER","5,500"
2016,"OCT THRU DEC","HAWAII",15,"LOSS, COLONY COLLAPSE DISORDER","0"
2016,"OCT THRU DEC","IDAHO",16,"LOSS, COLONY COLLAPSE DISORDER","700"
2016,"OCT THRU DEC","ILLINOIS",17,"LOSS, COLONY COLLAPSE DISORDER","210"
2016,"OCT THRU DEC","INDIANA",18,"LOSS, COLONY COLLAPSE DISORDER","90"
2016,"OCT THRU DEC","IOWA",19,"LOSS, COLONY COLLAPSE DISORDER","1,900"
2016,"OCT THRU DEC","KANSAS",20,"LOSS, COLONY COLLAPSE DISORDER","210"
2016,"OCT THRU DEC","KENTUCKY",21,"LOSS, COLONY COLLAPSE DISORDER","170"
2016,"OCT THRU DEC","LOUISIANA",22,"LOSS, COLONY COLLAPSE DISORDER","160"
2016,"OCT THRU DEC","MAINE",23,"LOSS, COLONY COLLAPSE DISORDER","0"
2016,"OCT THRU DEC","MARYLAND",24,"LOSS, COLONY COLLAPSE DISORDER","20"
2016,"OCT THRU DEC","MASSACHUSETTS",25,"LOSS, COLONY COLLAPSE DISORDER","10"
2016,"OCT THRU DEC","MICHIGAN",26,"LOSS, COLONY COLLAPSE DISORDER","3,400"
2016,"OCT THRU DEC","MINNESOTA",27,"LOSS, COLONY COLLAPSE DISORDER","5,500"
2016,"OCT THRU DEC","MISSISSIPPI",28,"LOSS, COLONY COLLAPSE DISORDER","740"
2016,"OCT THRU DEC","MISSOURI",29,"LOSS, COLONY COLLAPSE DISORDER","40"
2016,"OCT THRU DEC","MONTANA",30,"LOSS, COLONY COLLAPSE DISORDER","630"
2016,"OCT THRU DEC","NEBRASKA",31,"LOSS, COLONY COLLAPSE DISORDER","50"
2016,"OCT THRU DEC","NEW JERSEY",34,"LOSS, COLONY COLLAPSE DISORDER","40"
2016,"OCT THRU DEC","NEW MEXICO",35,"LOSS, COLONY COLLAPSE DISORDER","260"
2016,"OCT THRU DEC","NEW YORK",36,"LOSS, COLONY COLLAPSE DISORDER","300"
2016,"OCT THRU DEC","NORTH CAROLINA",37,"LOSS, COLONY COLLAPSE DISORDER","40"
2016,"OCT THRU DEC","NORTH DAKOTA",38,"LOSS, COLONY COLLAPSE DISORDER","5,000"
2016,"OCT THRU DEC","OHIO",39,"LOSS, COLONY COLLAPSE DISORDER","570"
2016,"OCT THRU DEC","OKLAHOMA",40,"LOSS, COLONY COLLAPSE DISORDER","640"
2016,"OCT THRU DEC","OREGON",41,"LOSS, COLONY COLLAPSE DISORDER","1,300"
2016,"OCT THRU DEC","PENNSYLVANIA",42,"LOSS, COLONY COLLAPSE DISORDER","200"
2016,"OCT THRU DEC","SOUTH CAROLINA",45,"LOSS, COLONY COLLAPSE DISORDER","320"
2016,"OCT THRU DEC","SOUTH DAKOTA",46,"LOSS, COLONY COLLAPSE DISORDER","5,000"
2016,"OCT THRU DEC","TENNESSEE",47,"LOSS, COLONY COLLAPSE DISORDER","70"
2016,"OCT THRU DEC","TEXAS",48,"LOSS, COLONY COLLAPSE DISORDER","1,500"
2016,"OCT THRU DEC","UTAH",49,"LOSS, COLONY COLLAPSE DISORDER","650"
2016,"OCT THRU DEC","VERMONT",50,"LOSS, COLONY COLLAPSE DISORDER","10"
2016,"OCT THRU DEC","VIRGINIA",51,"LOSS, COLONY COLLAPSE DISORDER","240"
2016,"OCT THRU DEC","WASHINGTON",53,"LOSS, COLONY COLLAPSE DISORDER","3,600"
2016,"OCT THRU DEC","WEST VIRGINIA",54,"LOSS, COLONY COLLAPSE DISORDER","340"
2016,"OCT THRU DEC","WISCONSIN",55,"LOSS, COLONY COLLAPSE DISORDER","2,600"
2016,"OCT THRU DEC","WYOMING",56,"LOSS, COLONY COLLAPSE DISORDER","470"
2017,"JAN THRU MAR","ALABAMA",1,"LOSS, DEADOUT","1,600"
2017,"JAN THRU MAR","ARIZONA",4,"LOSS, DEADOUT","6,000"
2017,"JAN THRU MAR","ARKANSAS",5,"LOSS, DEADOUT","3,500"
2017,"JAN THRU MAR","CALIFORNIA",6,"LOSS, DEADOUT","172,000"
2017,"JAN THRU MAR","COLORADO",8,"LOSS, DEADOUT","1,100"
2017,"JAN THRU MAR","CONNECTICUT",9,"LOSS, DEADOUT","380"
2017,"JAN THRU MAR","FLORIDA",12,"LOSS, DEADOUT","30,000"
2017,"JAN THRU MAR","GEORGIA",13,"LOSS, DEADOUT","14,000"
2017,"JAN THRU MAR","HAWAII",15,"LOSS, DEADOUT","190"
2017,"JAN THRU MAR","IDAHO",16,"LOSS, DEADOUT","8,500"
2017,"JAN THRU MAR","ILLINOIS",17,"LOSS, DEADOUT","2,900"
2017,"JAN THRU MAR","INDIANA",18,"LOSS, DEADOUT","1,900"
2017,"JAN THRU MAR","IOWA",19,"LOSS, DEADOUT","3,000"
